Time,Open,High,Low,Latest,Change
2025/10/9 16:12,192.11,193.27,192.07,192.09,0.01
2025/10/9 16:13,192.1,192.16,192.1,192.15,0.06
2025/10/9 16:14,192.13,192.1918,192.11,192.19,0.04
2025/10/9 16:15,192.17,192.19,192.15,192.18,-0.01
2025/10/9 16:16,192.18,192.19,192.17,192.19,0.01
2025/10/9 16:17,192.1999,192.25,192.19,192.2301,0.0401
2025/10/9 16:18,192.25,192.3185,192.25,192.3,0.0699
2025/10/9 16:19,192.31,192.33,192.25,192.25,-0.05
2025/10/9 16:20,192.57,192.57,192.26,192.28,0.03
2025/10/9 16:21,192.28,192.32,192.28,192.31,0.03
2025/10/9 16:22,192.32,192.35,192.29,192.29,-0.02
2025/10/9 16:23,192.32,192.35,192.25,192.31,0.02
2025/10/9 16:24,192.3095,192.31,192.25,192.31,0
2025/10/9 16:25,192.57,192.57,192.25,192.28,-0.03
2025/10/9 16:26,192.31,192.35,192.28,192.35,0.07
2025/10/9 16:27,192.35,192.35,192.3,192.3,-0.05
2025/10/9 16:28,192.35,192.35,192.29,192.31,0.01
2025/10/9 16:29,192.32,192.32,192.2601,192.2601,-0.0499
2025/10/9 16:30,192.28,192.28,192.27,192.27,0.0099
2025/10/9 16:31,192.28,192.28,192.25,192.2796,0.0096
2025/10/9 16:32,192.28,192.28,192.26,192.28,0.0004
2025/10/9 16:33,192.3,192.3,192.27,192.27,-0.01
2025/10/9 16:34,192.26,192.2649,192.26,192.2612,-0.0088
2025/10/9 16:35,192.26,192.3,192.26,192.29,0.0288
2025/10/9 16:36,192.3,192.33,192.29,192.33,0.04
2025/10/9 16:37,192.3,192.32,192.3,192.3,-0.03
2025/10/9 16:38,192.31,192.3197,192.3,192.3197,0.0197
2025/10/9 16:39,192.33,192.33,192.3001,192.32,0.0003
2025/10/9 16:40,192.32,192.32,192.29,192.3098,-0.0102
2025/10/9 16:41,192.3,192.35,192.3,192.335,0.0252
2025/10/9 16:42,192.33,192.35,192.33,192.35,0.015
2025/10/9 16:43,192.33,192.37,192.33,192.34,-0.01
2025/10/9 16:44,192.33,192.4,192.31,192.3874,0.0474
2025/10/9 16:45,192.39,192.4025,192.34,192.3492,-0.0382
2025/10/9 16:46,192.33,192.37,192.33,192.37,0.0208
2025/10/9 16:47,192.36,192.39,192.33,192.33,-0.04
2025/10/9 16:48,192.36,192.36,192.3301,192.36,0.03
2025/10/9 16:49,192.35,192.37,192.23,192.31,-0.05
2025/10/9 16:50,192.27,192.32,192.27,192.32,0.01
2025/10/9 16:51,192.3185,192.33,192.28,192.31,-0.01
2025/10/9 16:52,192.33,192.34,192.285,192.33,0.02
2025/10/9 16:53,192.31,192.33,192.3,192.3,-0.03
2025/10/9 16:54,192.3,192.32,192.3,192.32,0.02
2025/10/9 16:55,192.3297,192.3297,192.29,192.3101,-0.0099
2025/10/9 16:56,192.3093,192.31,192.29,192.31,-0.0001
2025/10/9 16:57,192.2819,192.3,192.28,192.28,-0.03
2025/10/9 16:58,192.28,192.31,192.27,192.27,-0.01
2025/10/9 16:59,192.26,192.27,192.25,192.26,-0.01
2025/10/9 17:00,192.31,192.31,192.26,192.26,0
2025/10/9 17:01,192.26,192.28,192.26,192.28,0.02
2025/10/9 17:02,192.28,192.28,192.25,192.26,-0.02
2025/10/9 17:03,192.27,192.33,192.27,192.3198,0.0598
2025/10/9 17:04,192.31,192.32,192.3,192.3,-0.0198
2025/10/9 17:05,192.29,192.3,192.27,192.27,-0.03
2025/10/9 17:06,192.27,192.3,192.25,192.3,0.03
2025/10/9 17:07,192.33,192.33,192.2996,192.2999,-0.0001
2025/10/9 17:08,192.26,192.26,192.25,192.25,-0.0499
2025/10/9 17:09,192.25,192.25,192.23,192.2496,-0.0004
2025/10/9 17:10,192.25,192.25,192.21,192.2101,-0.0395
2025/10/9 17:11,192.23,192.23,192.2,192.2,-0.0101
2025/10/9 17:12,192.2,192.24,192.2,192.23,0.03
2025/10/9 17:13,192.25,192.25,192.2,192.2,-0.03
2025/10/9 17:14,192.2,192.2,192.18,192.19,-0.01
2025/10/9 17:15,192.1995,192.205,192.1995,192.205,0.015
2025/10/9 17:16,192.22,192.25,192.19,192.19,-0.015
2025/10/9 17:17,192.2,192.24,192.2,192.2014,0.0114
2025/10/9 17:18,192.23,192.23,192.18,192.19,-0.0114
2025/10/9 17:19,192.19,192.19,192.18,192.1899,-0.0001
2025/10/9 17:20,192.19,192.19,192.17,192.17,-0.0199
2025/10/9 17:21,192.19,192.19,192.09,192.1,-0.07
2025/10/9 17:22,192.1,192.1,192.07,192.07,-0.03
2025/10/9 17:23,192.08,192.13,192.08,192.13,0.06
2025/10/9 17:24,192.12,192.18,192.11,192.18,0.05
2025/10/9 17:25,192.12,192.199,192.09,192.199,0.019
2025/10/9 17:26,192.1125,192.19,192.1125,192.12,-0.079
2025/10/9 17:27,192.17,192.17,192.15,192.15,0.03
2025/10/9 17:28,192.18,192.27,192.18,192.27,0.12
2025/10/9 17:29,192.24,192.27,192.24,192.27,0
2025/10/9 17:30,192.21,192.21,192.21,192.21,-0.06
2025/10/9 17:31,192.25,192.25,192.25,192.25,0.04
2025/10/9 17:32,192.2474,192.25,192.24,192.24,-0.01
2025/10/9 17:33,192.24,192.24,192.1994,192.1999,-0.0401
2025/10/9 17:34,192.2,192.23,192.15,192.23,0.0301
2025/10/9 17:35,192.2,192.2458,192.16,192.18,-0.05
2025/10/9 17:36,192.25,192.25,192.1684,192.1989,0.0189
2025/10/9 17:37,192.19,192.1996,192.15,192.15,-0.0489
2025/10/9 17:38,192.15,192.2,192.1499,192.2,0.05
2025/10/9 17:39,192.18,192.1987,192.15,192.1987,-0.0013
2025/10/9 17:40,192.1717,192.2431,192.1717,192.2431,0.0444
2025/10/9 17:41,192.24,192.24,192.2,192.2,-0.0431
2025/10/9 17:42,192.2,192.24,192.2,192.24,0.04
2025/10/9 17:43,192.2,192.21,192.2,192.21,-0.03
2025/10/9 17:44,192.2098,192.21,192.13,192.13,-0.08
2025/10/9 17:45,192.22,192.22,192.13,192.15,0.02
2025/10/9 17:46,192.57,192.57,192.15,192.16,0.01
2025/10/9 17:47,192.1487,192.15,192.11,192.12,-0.04
2025/10/9 17:48,192.1242,192.16,192.1242,192.13,0.01
2025/10/9 17:49,192.19,192.19,192.12,192.14,0.01
2025/10/9 17:50,192.1394,192.14,192.12,192.14,0
2025/10/9 17:51,192.14,192.14,192.12,192.12,-0.02
2025/10/9 17:52,192.1223,192.1224,192.12,192.12,0
2025/10/9 17:53,192.13,192.15,192.12,192.13,0.01
2025/10/9 17:54,192.13,192.18,192.13,192.18,0.05
2025/10/9 17:55,192.1935,192.1935,192.14,192.1774,-0.0026
2025/10/9 17:57,192.21,192.26,192.21,192.26,0.0826
2025/10/9 17:58,192.25,192.28,192.25,192.28,0.02
2025/10/9 17:59,192.2706,192.2781,192.26,192.27,-0.01
2025/10/9 18:00,192.27,192.28,192.26,192.27,0
2025/10/9 18:01,192.27,192.29,192.27,192.29,0.02
2025/10/9 18:02,192.29,192.29,192.27,192.29,0
2025/10/9 18:03,192.29,192.29,192.28,192.29,0
2025/10/9 18:04,192.29,192.31,192.28,192.28,-0.01
2025/10/9 18:05,192.29,192.29,192.28,192.29,0.01
2025/10/9 18:06,192.28,192.29,192.27,192.28,-0.01
2025/10/9 18:07,192.2896,192.29,192.28,192.29,0.01
2025/10/9 18:08,192.2899,192.29,192.25,192.28,-0.01
2025/10/9 18:09,192.25,192.25,192.25,192.25,-0.03
2025/10/9 18:10,192.27,192.28,192.25,192.28,0.03
2025/10/9 18:11,192.2892,192.2892,192.24,192.24,-0.04
2025/10/9 18:12,192.25,192.28,192.25,192.25,0.01
2025/10/9 18:13,192.26,192.26,192.25,192.25,0
2025/10/9 18:14,192.2409,192.2409,192.2409,192.2409,-0.0091
2025/10/9 18:15,192.27,192.27,192.27,192.27,0.0291
2025/10/9 18:16,192.29,192.29,192.28,192.29,0.02
2025/10/9 18:17,192.29,192.29,192.29,192.29,0
2025/10/9 18:19,192.29,192.29,192.28,192.29,0
2025/10/9 18:20,192.29,192.29,192.28,192.28,-0.01
2025/10/9 18:21,192.29,192.29,192.25,192.25,-0.03
2025/10/9 18:22,192.26,192.26,192.25,192.26,0.01
2025/10/9 18:23,192.24,192.3695,192.24,192.35,0.09
2025/10/9 18:24,192.36,192.37,192.3,192.3,-0.05
2025/10/9 18:25,192.34,192.42,192.3201,192.42,0.12
2025/10/9 18:26,192.39,192.3999,192.37,192.39,-0.03
2025/10/9 18:27,192.3701,192.42,192.3701,192.42,0.03
2025/10/9 18:28,192.42,192.43,192.4,192.43,0.01
2025/10/9 18:29,192.4388,192.49,192.4388,192.4505,0.0205
2025/10/9 18:30,192.45,192.48,192.45,192.47,0.0195
2025/10/9 18:31,192.47,192.5,192.47,192.489,0.019
2025/10/9 18:32,192.489,192.5,192.47,192.4799,-0.0091
2025/10/9 18:33,192.49,192.53,192.49,192.53,0.0501
2025/10/9 18:34,192.53,192.6,192.5,192.54,0.01
2025/10/9 18:35,192.53,192.56,192.51,192.56,0.02
2025/10/9 18:36,192.57,192.6,192.5224,192.56,0
2025/10/9 18:37,192.58,192.62,192.57,192.61,0.05
2025/10/9 18:38,192.64,192.77,192.64,192.7018,0.0918
2025/10/9 18:39,192.76,192.7783,192.75,192.77,0.0682
2025/10/9 18:40,192.7408,192.7408,192.68,192.69,-0.08
2025/10/9 18:41,192.68,192.7,192.65,192.65,-0.04
2025/10/9 18:42,192.68,192.71,192.67,192.6995,0.0495
2025/10/9 18:43,192.7,192.74,192.69,192.7398,0.0403
2025/10/9 18:44,192.721,192.78,192.69,192.7206,-0.0192
2025/10/9 18:45,192.74,192.7516,192.7,192.74,0.0194
2025/10/9 18:46,192.721,192.75,192.7,192.71,-0.03
2025/10/9 18:47,192.72,192.75,192.7,192.75,0.04
2025/10/9 18:48,192.7,192.73,192.7,192.72,-0.03
2025/10/9 18:49,192.72,192.73,192.709,192.73,0.01
2025/10/9 18:50,192.7,192.73,192.7,192.7,-0.03
2025/10/9 18:51,192.6999,192.7,192.68,192.69,-0.01
2025/10/9 18:52,192.6801,192.69,192.68,192.69,0
2025/10/9 18:53,192.7,192.7,192.68,192.69,0
2025/10/9 18:54,192.68,192.69,192.67,192.67,-0.02
2025/10/9 18:55,192.69,192.69,192.68,192.69,0.02
2025/10/9 18:56,192.6806,192.69,192.66,192.6601,-0.0299
2025/10/9 18:57,192.68,192.68,192.65,192.67,0.0099
2025/10/9 18:58,192.67,192.68,192.6516,192.6516,-0.0184
2025/10/9 18:59,192.6706,192.7,192.6706,192.7,0.0484
2025/10/9 19:00,192.72,192.77,192.71,192.77,0.07
2025/10/9 19:01,192.77,192.77,192.73,192.73,-0.04
2025/10/9 19:02,192.72,192.74,192.7,192.73,0
2025/10/9 19:03,192.72,192.74,192.7,192.7399,0.0099
2025/10/9 19:04,192.7001,192.73,192.7001,192.73,-0.0099
2025/10/9 19:05,192.7107,192.75,192.71,192.75,0.02
2025/10/9 19:07,192.73,192.73,192.71,192.71,-0.04
2025/10/9 19:08,192.7299,192.7299,192.7299,192.7299,0.0199
2025/10/9 19:09,192.73,192.75,192.72,192.75,0.0201
2025/10/9 19:10,192.75,192.7999,192.75,192.79,0.04
2025/10/9 19:11,192.72,192.78,192.72,192.75,-0.04
2025/10/9 19:12,192.74,192.7694,192.72,192.72,-0.03
2025/10/9 19:13,192.71,192.7456,192.71,192.7456,0.0256
2025/10/9 19:14,192.73,192.7525,192.73,192.7525,0.0069
2025/10/9 19:15,192.74,192.7451,192.74,192.7451,-0.0074
2025/10/9 19:16,192.7277,192.7493,192.7201,192.74,-0.0051
2025/10/9 19:17,192.74,192.75,192.7201,192.7201,-0.0199
2025/10/9 19:18,192.72,192.73,192.72,192.73,0.0099
2025/10/9 19:19,192.7,192.715,192.7,192.715,-0.015
2025/10/9 19:20,192.72,192.72,192.71,192.72,0.005
2025/10/9 19:21,192.72,192.7291,192.72,192.7291,0.0091
2025/10/9 19:22,192.72,192.73,192.72,192.73,0.0009
2025/10/9 19:23,192.71,192.72,192.71,192.71,-0.02
2025/10/9 19:24,192.7102,192.7295,192.71,192.72,0.01
2025/10/9 19:25,192.7,192.71,192.7,192.71,-0.01
2025/10/9 19:26,192.71,192.73,192.71,192.73,0.02
2025/10/9 19:27,192.73,192.74,192.71,192.71,-0.02
2025/10/9 19:28,192.73,192.73,192.7,192.72,0.01
2025/10/9 19:29,192.72,192.74,192.7175,192.7391,0.0191
2025/10/9 19:30,192.74,192.75,192.72,192.7238,-0.0153
2025/10/9 19:31,192.73,192.75,192.7,192.75,0.0262
2025/10/9 19:32,192.74,192.75,192.7237,192.75,0
2025/10/9 19:33,192.74,192.74,192.74,192.74,-0.01
2025/10/9 19:34,192.74,192.78,192.74,192.7559,0.0159
2025/10/9 19:35,192.7304,192.76,192.73,192.76,0.0041
2025/10/9 19:36,192.75,192.79,192.74,192.7599,-0.0001
2025/10/9 19:37,192.7592,192.78,192.74,192.78,0.0201
2025/10/9 19:38,192.76,192.7739,192.7587,192.7587,-0.0213
2025/10/9 19:39,192.7592,192.7592,192.7387,192.74,-0.0187
2025/10/9 19:40,192.74,192.74,192.72,192.72,-0.02
2025/10/9 19:41,192.71,192.73,192.71,192.73,0.01
2025/10/9 19:42,192.73,192.73,192.72,192.72,-0.01
2025/10/9 19:43,192.75,192.75,192.72,192.72,0
2025/10/9 19:44,192.72,192.7298,192.7191,192.7298,0.0098
2025/10/9 19:45,192.73,192.75,192.7207,192.75,0.0202
2025/10/9 19:46,192.75,192.78,192.75,192.78,0.03
2025/10/9 19:47,192.79,192.8,192.75,192.79,0.01
2025/10/9 19:48,192.7501,192.82,192.7501,192.82,0.03
2025/10/9 19:49,192.83,192.85,192.81,192.85,0.03
2025/10/9 19:50,192.8468,192.85,192.84,192.85,0
2025/10/9 19:51,192.8298,192.84,192.81,192.84,-0.01
2025/10/9 19:52,192.84,192.86,192.84,192.86,0.02
2025/10/9 19:53,192.859,192.88,192.85,192.88,0.02
2025/10/9 19:54,192.851,192.86,192.8124,192.84,-0.04
2025/10/9 19:55,192.83,192.85,192.8101,192.85,0.01
2025/10/9 19:56,192.8568,192.8568,192.8299,192.83,-0.02
2025/10/9 19:57,192.83,192.85,192.8101,192.85,0.02
2025/10/9 19:58,192.87,192.88,192.86,192.8799,0.0299
2025/10/9 19:59,192.8794,192.9,192.8775,192.8994,0.0195
2025/10/10 4:00,192.66,192.93,191.9,192.64,-0.2594
2025/10/10 4:01,192.59,192.75,192.52,192.73,0.09
2025/10/10 4:02,192.75,193.02,192.74,192.87,0.14
2025/10/10 4:03,192.84,192.9,192.74,192.9,0.03
2025/10/10 4:04,192.83,192.84,192.68,192.68,-0.22
2025/10/10 4:05,192.71,192.81,192.58,192.66,-0.02
2025/10/10 4:06,192.62,192.85,192.61,192.79,0.13
2025/10/10 4:07,192.82,192.86,192.69,192.85,0.06
2025/10/10 4:08,192.83,193,192.8,193,0.15
2025/10/10 4:09,193,193.07,192.93,193.02,0.02
2025/10/10 4:10,193,193.01,192.97,192.97,-0.05
2025/10/10 4:11,193.03,193.1,192.97,193.1,0.13
2025/10/10 4:12,193.1,193.19,193.06,193.18,0.08
2025/10/10 4:13,193.17,193.17,193.03,193.14,-0.04
2025/10/10 4:14,193.18,193.18,193.07,193.07,-0.07
2025/10/10 4:15,193.04,193.15,193.04,193.15,0.08
2025/10/10 4:16,193.14,193.2,193.08,193.08,-0.07
2025/10/10 4:17,193.12,193.2,193.12,193.2,0.12
2025/10/10 4:18,193.17,193.2,193.12,193.13,-0.07
2025/10/10 4:19,193.16,193.2,193.14,193.2,0.07
2025/10/10 4:20,193.2,193.23,193.2,193.23,0.03
2025/10/10 4:21,193.19,193.26,193.15,193.26,0.03
2025/10/10 4:22,193.25,193.38,193.25,193.37,0.11
2025/10/10 4:23,193.36,193.44,193.36,193.4,0.03
2025/10/10 4:24,193.45,193.53,193.4,193.45,0.05
2025/10/10 4:25,193.42,193.51,193.4,193.51,0.06
2025/10/10 4:26,193.52,193.55,193.48,193.55,0.04
2025/10/10 4:27,193.51,193.53,193.46,193.46,-0.09
2025/10/10 4:28,193.49,193.57,193.49,193.57,0.11
2025/10/10 4:29,193.59,193.6,193.46,193.51,-0.06
2025/10/10 4:30,193.53,193.63,193.53,193.63,0.12
2025/10/10 4:31,193.6,193.7,193.56,193.6,-0.03
2025/10/10 4:32,193.62,193.66,193.6,193.61,0.01
2025/10/10 4:33,193.64,193.71,193.61,193.68,0.07
2025/10/10 4:34,193.67,193.67,193.59,193.59,-0.09
2025/10/10 4:35,193.56,193.69,193.54,193.61,0.02
2025/10/10 4:36,193.64,193.67,193.6,193.64,0.03
2025/10/10 4:37,193.61,193.61,193.56,193.56,-0.08
2025/10/10 4:38,193.58,193.58,193.52,193.55,-0.01
2025/10/10 4:39,193.51,193.56,193.51,193.54,-0.01
2025/10/10 4:40,193.55,193.56,193.51,193.53,-0.01
2025/10/10 4:41,193.55,193.61,193.55,193.59,0.06
2025/10/10 4:42,193.6,193.65,193.6,193.64,0.05
2025/10/10 4:43,193.65,193.65,193.57,193.59,-0.05
2025/10/10 4:44,193.61,193.62,193.54,193.62,0.03
2025/10/10 4:45,193.68,193.68,193.59,193.59,-0.03
2025/10/10 4:46,193.62,193.66,193.56,193.6,0.01
2025/10/10 4:47,193.63,193.64,193.62,193.64,0.04
2025/10/10 4:48,193.64,193.64,193.55,193.59,-0.05
2025/10/10 4:49,193.59,193.61,193.53,193.57,-0.02
2025/10/10 4:50,193.62,193.62,193.6,193.6,0.03
2025/10/10 4:51,193.59,193.68,193.58,193.6,0
2025/10/10 4:52,193.63,193.65,193.59,193.63,0.03
2025/10/10 4:53,193.65,193.65,193.65,193.65,0.02
2025/10/10 4:54,193.65,193.67,193.59,193.62,-0.03
2025/10/10 4:55,193.6,193.63,193.55,193.62,0
2025/10/10 4:56,193.63,193.63,193.62,193.62,0
2025/10/10 4:57,193.59,193.59,193.59,193.59,-0.03
2025/10/10 4:58,193.59,193.63,193.55,193.59,0
2025/10/10 4:59,193.58,193.59,193.58,193.59,0
2025/10/10 5:00,193.57,193.6,193.51,193.51,-0.08
2025/10/10 5:01,193.51,193.57,193.23,193.51,0
2025/10/10 5:02,193.5,193.5,193.25,193.27,-0.24
2025/10/10 5:03,193.31,193.45,193.28,193.45,0.18
2025/10/10 5:04,193.46,193.49,193.4,193.4,-0.05
2025/10/10 5:05,193.45,193.54,193.44,193.45,0.05
2025/10/10 5:06,193.43,193.43,193.27,193.3,-0.15
2025/10/10 5:07,193.3,193.41,193.3,193.38,0.08
2025/10/10 5:08,193.43,193.43,193.35,193.42,0.04
2025/10/10 5:09,193.4,193.44,193.4,193.41,-0.01
2025/10/10 5:10,193.41,193.5,193.36,193.46,0.05
2025/10/10 5:11,193.46,193.67,193.45,193.62,0.16
2025/10/10 5:12,193.63,193.63,193.55,193.55,-0.07
2025/10/10 5:13,193.61,193.62,193.5,193.5,-0.05
2025/10/10 5:14,193.51,193.72,193.48,193.55,0.05
2025/10/10 5:15,193.51,193.61,193.51,193.61,0.06
2025/10/10 5:16,193.61,193.78,193.53,193.73,0.12
2025/10/10 5:17,193.76,193.76,193.64,193.72,-0.01
2025/10/10 5:18,193.74,193.77,193.64,193.77,0.05
2025/10/10 5:19,193.72,193.73,193.65,193.68,-0.09
2025/10/10 5:20,193.68,193.75,193.64,193.74,0.06
2025/10/10 5:21,193.77,193.87,193.76,193.82,0.08
2025/10/10 5:22,193.85,194,193.85,193.85,0.03
2025/10/10 5:23,193.84,193.9,193.82,193.89,0.04
2025/10/10 5:24,193.9,193.94,193.82,193.9,0.01
2025/10/10 5:25,193.9,193.9,193.82,193.84,-0.06
2025/10/10 5:26,193.89,193.9,193.83,193.87,0.03
2025/10/10 5:27,193.88,193.91,193.86,193.89,0.02
2025/10/10 5:28,193.91,193.91,193.85,193.85,-0.04
2025/10/10 5:29,193.88,193.9,193.83,193.83,-0.02
2025/10/10 5:30,193.81,193.93,193.72,193.72,-0.11
2025/10/10 5:31,193.74,193.76,193.72,193.73,0.01
2025/10/10 5:32,193.7,193.87,193.7,193.81,0.08
2025/10/10 5:33,193.83,193.84,193.73,193.73,-0.08
2025/10/10 5:34,193.79,193.82,193.73,193.75,0.02
2025/10/10 5:35,193.79,193.79,193.71,193.74,-0.01
2025/10/10 5:36,193.75,193.77,193.7,193.72,-0.02
2025/10/10 5:37,193.72,193.72,193.68,193.7,-0.02
2025/10/10 5:38,193.67,193.68,193.63,193.63,-0.07
2025/10/10 5:39,193.61,193.61,193.57,193.6,-0.03
2025/10/10 5:40,193.6,193.61,193.49,193.51,-0.09
2025/10/10 5:41,193.53,193.55,193.45,193.5,-0.01
2025/10/10 5:42,193.48,193.49,193.46,193.49,-0.01
2025/10/10 5:43,193.45,193.55,193.39,193.43,-0.06
2025/10/10 5:44,193.44,193.5,193.43,193.5,0.07
2025/10/10 5:45,193.51,193.59,193.51,193.58,0.08
2025/10/10 5:46,193.58,193.61,193.55,193.58,0
2025/10/10 5:47,193.65,193.72,193.58,193.58,0
2025/10/10 5:48,193.6,193.67,193.55,193.56,-0.02
2025/10/10 5:49,193.56,193.56,193.48,193.5,-0.06
2025/10/10 5:50,193.45,193.53,193.42,193.43,-0.07
2025/10/10 5:51,193.45,193.5,193.4,193.5,0.07
2025/10/10 5:52,193.52,193.53,193.38,193.39,-0.11
2025/10/10 5:53,193.35,193.37,193.27,193.27,-0.12
2025/10/10 5:54,193.23,193.28,193.15,193.17,-0.1
2025/10/10 5:55,193.15,193.22,193.05,193.19,0.02
2025/10/10 5:56,193.19,193.21,193,193,-0.19
2025/10/10 5:57,193.01,193.13,193,193.11,0.11
2025/10/10 5:58,193.14,193.15,192.97,193,-0.11
2025/10/10 5:59,193,193.04,192.88,192.88,-0.12
2025/10/10 6:00,192.85,193,192.85,193,0.12
2025/10/10 6:01,192.97,193.19,192.97,193.19,0.19
2025/10/10 6:02,193.19,193.25,193.14,193.24,0.05
2025/10/10 6:03,193.2,193.25,193.16,193.17,-0.07
2025/10/10 6:04,193.18,193.22,193.18,193.22,0.05
2025/10/10 6:05,193.25,193.25,193.24,193.24,0.02
2025/10/10 6:06,193.25,193.25,193.09,193.2,-0.04
2025/10/10 6:07,193.17,193.17,193.06,193.06,-0.14
2025/10/10 6:08,193.14,193.14,193.07,193.1,0.04
2025/10/10 6:09,193.08,193.22,193.08,193.22,0.12
2025/10/10 6:10,193.22,193.23,193.07,193.07,-0.15
2025/10/10 6:11,193.11,193.17,193.08,193.15,0.08
2025/10/10 6:12,193.21,193.29,193.21,193.28,0.13
2025/10/10 6:13,193.27,193.29,193.09,193.11,-0.17
2025/10/10 6:14,193.11,193.23,193.11,193.23,0.12
2025/10/10 6:15,193.23,193.23,193.2,193.2,-0.03
2025/10/10 6:16,193.18,193.2,193.17,193.2,0
2025/10/10 6:17,193.27,193.32,193.25,193.3,0.1
2025/10/10 6:18,193.3,193.37,193.3,193.37,0.07
2025/10/10 6:19,193.37,193.37,193.27,193.27,-0.1
2025/10/10 6:20,193.36,193.4,193.31,193.38,0.11
2025/10/10 6:21,193.4,193.53,193.4,193.48,0.1
2025/10/10 6:22,193.5,193.5,193.43,193.43,-0.05
2025/10/10 6:23,193.48,193.55,193.46,193.5,0.07
2025/10/10 6:24,193.51,193.6,193.5,193.6,0.1
2025/10/10 6:25,193.54,193.59,193.54,193.56,-0.04
2025/10/10 6:26,193.52,193.53,193.44,193.45,-0.11
2025/10/10 6:27,193.43,193.43,193.42,193.42,-0.03
2025/10/10 6:28,193.4,193.52,193.4,193.47,0.05
2025/10/10 6:29,193.5,193.62,193.5,193.61,0.14
2025/10/10 6:30,193.54,193.55,193.42,193.48,-0.13
2025/10/10 6:31,193.49,193.56,193.49,193.49,0.01
2025/10/10 6:32,193.45,193.45,193.42,193.42,-0.07
2025/10/10 6:33,193.47,193.56,193.47,193.48,0.06
2025/10/10 6:34,193.48,193.48,193.42,193.45,-0.03
2025/10/10 6:35,193.44,193.44,193.32,193.32,-0.13
2025/10/10 6:36,193.32,193.32,193.29,193.29,-0.03
2025/10/10 6:37,193.31,193.36,193.31,193.36,0.07
2025/10/10 6:38,193.37,193.37,193.36,193.36,0
2025/10/10 6:39,193.38,193.39,193.37,193.37,0.01
2025/10/10 6:40,193.37,193.45,193.37,193.41,0.04
2025/10/10 6:41,193.38,193.4,193.31,193.33,-0.08
2025/10/10 6:42,193.41,193.41,193.41,193.41,0.08
2025/10/10 6:43,193.44,193.45,193.44,193.45,0.04
2025/10/10 6:44,193.48,193.48,193.43,193.46,0.01
2025/10/10 6:45,193.44,193.46,193.44,193.44,-0.02
2025/10/10 6:46,193.42,193.42,193.38,193.4,-0.04
2025/10/10 6:47,193.41,193.41,193.4,193.4,0
2025/10/10 6:48,193.4,193.4,193.38,193.38,-0.02
2025/10/10 6:49,193.37,193.37,193.37,193.37,-0.01
2025/10/10 6:50,193.36,193.4,193.35,193.4,0.03
2025/10/10 6:51,193.42,193.43,193.4,193.42,0.02
2025/10/10 6:52,193.41,193.45,193.41,193.43,0.01
2025/10/10 6:53,193.42,193.43,193.4,193.4,-0.03
2025/10/10 6:54,193.4,193.42,193.4,193.42,0.02
2025/10/10 6:55,193.42,193.45,193.42,193.44,0.02
2025/10/10 6:56,193.44,193.44,193.42,193.44,0
2025/10/10 6:57,193.45,193.45,193.4,193.4,-0.04
2025/10/10 6:58,193.38,193.38,193.33,193.34,-0.06
2025/10/10 6:59,193.34,193.35,193.34,193.35,0.01
2025/10/10 7:00,193.36,193.44,193.29,193.43,0.08
2025/10/10 7:01,193.43,193.49,193.43,193.48,0.05
2025/10/10 7:02,193.48,193.54,193.48,193.54,0.06
2025/10/10 7:03,193.53,193.59,193.51,193.59,0.05
2025/10/10 7:04,193.6,193.63,193.59,193.6,0.01
2025/10/10 7:05,193.6,193.6,193.5,193.58,-0.02
2025/10/10 7:06,193.59,193.62,193.5,193.54,-0.04
2025/10/10 7:07,193.58,193.61,193.58,193.61,0.07
2025/10/10 7:08,193.63,193.63,193.57,193.61,0
2025/10/10 7:09,193.63,193.63,193.6,193.62,0.01
2025/10/10 7:10,193.63,193.71,193.62,193.71,0.09
2025/10/10 7:11,193.72,193.73,193.67,193.67,-0.04
2025/10/10 7:12,193.7,193.75,193.7,193.75,0.08
2025/10/10 7:13,193.76,193.79,193.73,193.78,0.03
2025/10/10 7:14,193.8,193.8,193.73,193.76,-0.02
2025/10/10 7:15,193.77,193.77,193.75,193.77,0.01
2025/10/10 7:16,193.78,193.8,193.77,193.77,0
2025/10/10 7:17,193.77,193.84,193.77,193.83,0.06
2025/10/10 7:18,193.85,193.87,193.84,193.87,0.04
2025/10/10 7:19,193.87,193.87,193.85,193.85,-0.02
2025/10/10 7:20,193.86,193.86,193.8,193.82,-0.03
2025/10/10 7:21,193.86,193.87,193.86,193.86,0.04
2025/10/10 7:22,193.85,193.85,193.82,193.82,-0.04
2025/10/10 7:23,193.82,193.82,193.76,193.76,-0.06
2025/10/10 7:24,193.75,193.75,193.67,193.67,-0.09
2025/10/10 7:25,193.66,193.7,193.66,193.7,0.03
2025/10/10 7:26,193.67,193.72,193.67,193.72,0.02
2025/10/10 7:27,193.72,193.76,193.72,193.76,0.04
2025/10/10 7:28,193.75,193.77,193.75,193.75,-0.01
2025/10/10 7:29,193.72,193.72,193.72,193.72,-0.03
2025/10/10 7:30,193.7,193.72,193.7,193.72,0
2025/10/10 7:31,193.73,193.75,193.73,193.75,0.03
2025/10/10 7:32,193.76,193.78,193.76,193.78,0.03
2025/10/10 7:33,193.8,193.85,193.8,193.85,0.07
2025/10/10 7:34,193.88,193.88,193.8,193.85,0
